Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Job State,Job Simplified,Vader
138500.0,3.9,Life360,"San Francisco, CA",51 - 200,Computer Hardware & Software,Information Technology,CA,analyst,0.4
111500.0,3.6,IQVIA,"Plymouth Meeting, PA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,PA,data scientist,0.48
68500.0,3.6,MassMutual,"Boston, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.55
84500.0,3.9,GSK,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.44
102500.0,4.4,Eventbrite,"Nashville, TN",1001 - 5000,Internet,Information Technology,TN,data engineer,0.37
93500.0,3.6,Riverside Research Institute,"Beavercreek, OH",501 - 1000,Federal Agencies,Government,OH,research scientist,0.44
127500.0,3.2,"Numeric, LLC","Allentown, PA",1 - 50,Staffing & Outsourcing,Business Services,PA,data scientist,0.99
72000.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+,Religious Organizations,Non-Profit,UT,analyst,0.27
47000.0,3.1,Icon Health and Fitness,"Logan, UT",1001 - 5000,Consumer Products Manufacturing,Manufacturing,UT,analyst,0.23
65000.0,3.8,Shipt,"Birmingham, AL",501 - 1000,Consumer Product Rental,Consumer Services,AL,data engineer,0.48
94000.0,4.0,Novetta,"Herndon, VA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,VA,analyst,0.36
97000.0,4.0,Novetta,"Reston, VA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,VA,data engineer,0.49
91500.0,3.6,MassMutual,"Boston, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data modeler,0.29
114500.0,3.8,Novartis,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.38
74000.0,3.2,"Numeric, LLC","Phila, PA",1 - 50,Staffing & Outsourcing,Business Services,PA,data scientist,0.4
121000.0,3.8,Novartis,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.35
121500.0,4.5,Demandbase,"San Francisco, CA",201 - 500,Computer Hardware & Software,Information Technology,CA,analyst,0.34
60500.0,3.4,IntraEdge,"Scottsdale, AZ",501 - 1000,IT Services,Information Technology,AZ,data engineer,0.6
118500.0,3.3,Peraton,"Chantilly, VA",1001 - 5000,Aerospace & Defense,Aerospace & Defense,VA,data engineer,0.28
58500.0,3.8,COUNTRY Financial,"Bloomington, IL",1001 - 5000,Insurance Carriers,Insurance,IL,data engineer,0.16
63500.0,3.9,Tapjoy,"San Francisco, CA",201 - 500,Internet,Information Technology,CA,data scientist,0.25
107000.0,4.1,Mentor Graphics,"Fremont, CA",5001 - 10000,Computer Hardware & Software,Information Technology,CA,data scientist,0.26
105500.0,3.7,Maxar Technologies,"Springfield, VA",5001 - 10000,Aerospace & Defense,Aerospace & Defense,VA,data engineer,0.46
83000.0,2.8,ICW Group,"San Diego, CA",501 - 1000,Insurance Carriers,Insurance,CA,data engineer,0.13
87500.0,3.0,Exelixis,"Alameda, CA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,research scientist,0.27
172000.0,4.0,Pfizer,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.46
100000.0,3.0,Exelixis,"Alameda, CA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.19
221500.0,4.2,Grand Rounds,"San Francisco, CA",501 - 1000,Health Care Services & Hospitals,Health Care,CA,data scientist,0.52
95500.0,3.5,"SPINS, LLC","Chicago, IL",201 - 500,Consulting,Business Services,IL,data engineer,0.36
173000.0,3.3,DTCC,"Jersey City, NJ",1001 - 5000,Brokerage Services,Finance,NJ,analyst,0.45
147500.0,3.9,AstraZeneca,"Gaithersburg, MD",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.3
81000.0,3.7,Carilion Clinic,"Roanoke, VA",10000+,Health Care Services & Hospitals,Health Care,VA,data engineer,0.28
83000.0,3.2,DoubleVerify,"New York, NY",201 - 500,Internet,Information Technology,NY,analyst,0.51
121000.0,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",51 - 200,Research & Development,Business Services,MA,research scientist,0.39
85500.0,2.2,"Rodan and Fields, LLC","San Francisco, CA",501 - 1000,Beauty & Personal Accessories Stores,Retail,CA,analyst,0.43
167500.0,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",51 - 200,Research & Development,Business Services,MA,research scientist,0.52
107500.0,2.6,Software Engineering Institute,"Pittsburgh, PA",501 - 1000,Colleges & Universities,Education,PA,mle,0.58
44500.0,3.4,DESC,"Seattle, WA",501 - 1000,Social Assistance,Non-Profit,WA,analyst,0.3
107500.0,3.3,Johns Hopkins Health Care,"Glen Burnie, MD",1001 - 5000,Health Care Services & Hospitals,Health Care,MD,analyst,0.2
69500.0,3.7,Community Behavioral Health,"Philadelphia, PA",201 - 500,Health Care Services & Hospitals,Health Care,PA,analyst,0.24
98500.0,3.5,Western Digital,"Milpitas, CA",10000+,Computer Hardware & Software,Information Technology,CA,data scientist,0.19
80500.0,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.28
37000.0,3.8,FORMA THERAPEUTICS,"Watertown, MA",51 - 200,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.25
99000.0,3.7,Raytheon,"Cambridge, MD",10000+,Aerospace & Defense,Aerospace & Defense,MD,data scientist,0.44
96500.0,3.8,Agios Pharmaceuticals,"Cambridge, MA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.71
53000.0,3.3,Liberty Mutual Insurance,"Boston, MA",10000+,Insurance Carriers,Insurance,MA,data scientist,0.44
103000.0,2.7,Bridg,"Los Angeles, CA",1 - 50,Enterprise Software & Network Solutions,Information Technology,CA,data engineer,0.46
92000.0,3.9,AstraZeneca,"Gaithersburg, MD",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.32
114000.0,3.6,TRANZACT,"Fort Lee, NJ",1001 - 5000,Advertising & Marketing,Business Services,NJ,data scientist,0.42
96000.0,3.5,Charter Spectrum,"Maryland Heights, MO",1 - 50,K-12 Education,Education,MO,data scientist,0.78
96500.0,3.4,CompQsoft,"Washington, DC",51 - 200,Consulting,Business Services,DC,data scientist,0.18
69500.0,4.3,Solugenix Corporation,"Phoenix, AZ",201 - 500,IT Services,Information Technology,AZ,data scientist,0.21
121000.0,2.6,West Coast University,"Irvine, CA",10000+,Colleges & Universities,Education,CA,data scientist,0.24
103000.0,3.8,SoftBank Robotics,"San Francisco, CA",201 - 500,Consumer Products Manufacturing,Manufacturing,CA,data scientist,0.36
106500.0,3.2,MITRE,"McLean, VA",5001 - 10000,Federal Agencies,Government,VA,data scientist,0.31
130000.0,5.0,SkySync,"Ann Arbor, MI",51 - 200,Computer Hardware & Software,Information Technology,MI,data scientist,0.46
86500.0,4.3,Medidata Solutions,"New York, NY",1001 - 5000,Enterprise Software & Network Solutions,Information Technology,NY,data architect,0.31
89000.0,3.4,"DatamanUSA, LLC","Olympia, WA",51 - 200,IT Services,Information Technology,WA,data scientist,0.58
92000.0,4.0,23andMe,"South San Francisco, CA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.41
111000.0,4.1,CK-12 Foundation,"Palo Alto, CA",1 - 50,K-12 Education,Education,CA,mle,0.52
87500.0,3.9,Fivestars,"San Francisco, CA",201 - 500,Internet,Information Technology,CA,data engineer,0.33
